Ä«Å×°í¸®,À½½Ä_¸µÅ©,À½½Ä_ÀÌ¸§,ÀÌ¹ÌÁö_¸µÅ©,ÇÊ¼öÀç·á,Ä®·Î¸®(kcal),Åº¼öÈ­¹°(g),´Ü¹éÁú(g),ÃÑ Áö¹æ(g)
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1257,ÁÖ²Ù¹Ì ¶±ººÀÌ,https://ottogi.okitchen.co.kr/pds/upfile/2021-11-17_589044872[3].jpg,"['¿À¶Ñ±â ¿À½¦ÇÁ ¿ì¸®½Ò ¶±ººÀÌ¶± 150g, ¾î¹¬ 1Àå, ´ëÆÄ 1/2´ë, ÁÖ²Ù¹Ì 5¸¶¸®, ¿À¶Ñ±â ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯ 1T', '½´·¹µå ¸ğÂ¥·¼¶óÄ¡Áî', '¿À¶Ñ±â ¶±ººÀÌ ¼Ò½º 60g, ¹° 120ml']",396.3,73.8,17.3,2.3
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1255,´ß°í±â ÄÉ¹ä,https://ottogi.okitchen.co.kr/pds/upfile/2021-11-17_375245298[1].jpg,"['´ß°¡½¿»ì 1µ¢¾î¸® (150g), ÇÇ¸Á 1°³, ¾ç»óÃß 3Àå, ½½¶óÀÌ½º Ä¡Áî 1Àå, ¿À¶Ñ±â °í¼ÒÇÑ ½Ò ¶Ç¶ì¾Æ 2Àå, ¿À¶Ñ±â Çã´Ï¸Ó½ºÅ¸µå¼Ò½º 2T, ¿À¶Ñ±â °ñµå ¸¶¿ä³×½º 1T, ¿À¶Ñ±â ¹ÌÇâ 1/2T, ¼Ò±İ 1/2t, ÈÄÃß 1/2t', 'Â÷ÁöÅ°¼Ò½º : ¿ä°ÅÆ® 150ml, ¿ÀÀÌ ¨ö°³ ´ÙÁø °Í, ·¹¸óÁó 1t, ¿Ã¸®ºê¿ÀÀÏ 3t, ¼Ò±İ 1/2t, ÈÄÃß 1/3t, ¹ÙÁú°¡·ç 1t, ´ÙÁø¸¶´Ã 1t (±âÈ£¿¡ µû¶ó ¿À¶Ñ±â ½ºÀ§Æ®Ä¥¸®¼Ò½º ¶Ç´Â Å¸¹Ù½ºÄÚ ½º¸®¶óÂ÷¸¦ ´õÇØµµ ÁÁ´Ù.)']",201.5,21.1,11.1,16.4
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1253,ÆÄÃ¤¹«Ä§ ºÎÄ§°³,https://ottogi.okitchen.co.kr/pds/upfile/2021-11-12_593750546[5].jpg,"['´ëÆĞ »ï°ã»ì12ÁÙ, ÆÄÃ¤200g, ¹Ù·Î¹«ÃÄ¸Ô´Â ÆÄÃ¤ ¾ç³ä1ºÀ(90g), ºÎÄ§°¡·ç30g']",361.4,25.2,14.9,21.6
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1428,Ã¢³ç°¥¸¯ ¾ç¹èÃß »ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2023-08-30_789447777[3].jpg,"['¾ç¹èÃß 100g, Ã¢³ç°¥¸¯¼ÒÀÌ¼Ò½º 25g']",62,14.3,2,0.1
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1427,Ã¢³ç°¥¸¯ ´ß°¡½¿»ì »ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2023-08-30_789447777[1].jpg,"['¾ç»óÃß ¹× ·Î¸ŞÀÎ 60g, ÆÄÇÁ¸®Ä« 1/2°³, ¹æ¿ïÅä¸¶Åä 3°³, ´ß°¡½¿»ì 60g, Ã¢³ç°¥¸¯¼ÒÀÌ¼Ò½º 25g, ½½¶óÀÌ½º ¿Ã¸®ºê ¾à°£']",211.25,19.79,21.1,5.77
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1382,Åä¸¶Åä±èÄ¡,https://ottogi.okitchen.co.kr/pds/upfile/2023-04-21_52700194[3].jpg,"['Åä¸¶Åä 1°³(235g), ¿¾³¯ ººÀ½Âü±ú ¾à°£, ¾çÆÄ 1/4°³(50g), ÂÊÆÄ 2ÁÙ±â(15g), ¿À´Ã¹ä»ó ¹Ù·Î ¹«ÃÄ¸Ô´Â °ÑÀıÀÌ¾ç³ä 1ºÀ(90g)']",141.4,29.6,3.8,1.5
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1369,È¸¿À¸® ¿ÀÀÌ¹«Ä§,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[5].jpg,"['¿ÀÀÌ 1°³(260g), ²É¼Ò±İ 2/3T(5g), ´ëÆÄ 1/4´ë(20g), ¾çÆÄ 1/4°³(50g), ¿¾³¯ ººÀ½Âü±ú ¾à°£, °ÑÀıÀÌ¾ç³ä 1ºÀ(90g), °í¼ÒÇÑ Âü±â¸§ 1/2T']",163.61,28.64,4.04,4.26
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1348,¹æ¿ïÅä¸¶Åä¼Ò¹Ù,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[3].jpg,"['´Ù½Ã¸¶Àå±¹50ml, ¹æ¿ïÅä¸¶Åä7°³(120g), ¿¾³¯ ¸Ş¹Ğ±¹¼ö100g, ½ÇÆÄ1ÁÙ±â(5g), ´Ù½Ã¸¶½ÄÃÊ4T(40g), ±è°¡·ç¾à°£, ¼³ÅÁ2T(20g), (À°¼ö¿ë) Â÷°¡¿î ¹°450ml, ¼Ò±İ¾à°£, (ÀıÀÓ¿ë) ¹°2T(20g), ¿¾³¯ ººÀ½Âü±ú1t']",478.38,103.23,12.69,2.68
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1335,ÄÉÀÌÁØÄ¡Å²»ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[11].jpg,"['¿ÀÁîÅ°Ä£ Å©¸®½ºÇÇÄ¡Å²1/2ºÀ(250g), Çã´Ï¸Ó½ºÅ¸µå3T(40g), È¦±×·¹ÀÎ¸Ó½ºÅ¸µå3T(40g), ¾ç»óÃß1/2°³(170g), Ä¡Ä¿¸®4Àå(25g), ¹æ¿ïÅä¸¶Åä5°³(80g), ÆÄÇÁ¸®Ä«1°³(100g), °ñµå¸¶¿ä³×½º4T(60g), ¿Ã¸®°í´ç4T(60g), »ç°ú½ÄÃÊ1T(5g)']",364.19,333.43,8.8,22.97
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1303,À¯ÀÚ°í±¸¸¶»ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2022-04-11_393995672[21].jpg,"['°í±¸¸¶ 2°³, ¹æ¿ïÅä¸¶Åä 2°³. ¾çÆÄ 1/6°³, »ø·¯¸® ¨ö´ë, ¾ÆÀÓ½ºÆ½ À¯ÀÚÂ÷ 2EA, ¿À¶Ñ±â ÇÁ·¹½ºÄÚ ¿Ã¸®ºêÀ¯ 2T, ¼Ò±İ 1/2t, ºÎ¶óÅ¸Ä¡Áî 1°³']",506.8,48.2,6.1,31.8
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1249,°ï¾à »ø·¯µåº¼,https://ottogi.okitchen.co.kr/pds/upfile/2021-11-12_593749891[7].jpg,"['¿À¹Â °ï¶óÀÌ½º ±Í¸®Àâ°î1°³(130g), ¹Ì´Ï ¹ãÈ£¹Ú1/2°³, ¸ğµÒ »ø·¯µå Ã¤¼Ò80g, ¿À¶Ñ±â ÇÁ·¹½ºÄÚ ¾ĞÂø ¿Ã¸®ºêÀ¯2T, ¹æ¿ïÅä¸¶Åä6°³, ¿À¶Ñ±â ¼øÈÄÃß¾à°£, ÀÍÈù º´¾Æ¸®Äá60g, ¼Ò±İ¾à°£, Á¤Åë ¿À¸®¿£Å» µå·¹½Ì4T, ¹Ì´Ï »õ¼ÛÀÌ¹ö¼¸60g']",409.3,38.5,12.3,24.2
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1215,Âü±ú¿ìµ¿ »ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2021-07-29_187311032[7].jpg,"['³ÃÀåÂü±úµå·¹½Ì4Å«¼ú, ¿ìµ¿¸é»ç¸®190g1°³, ³Ãµ¿ »õ¿ì30g, ¹æ¿ï Åä¸¶Åä4~5°³, º£ÀÌºñ Ã¤¼Ò 20g, ºê·ÎÄİ¸®30g']",88.1,16.9,3.6,0.3
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1207,´ç±Ù ¶óÆä,https://ottogi.okitchen.co.kr/pds/upfile/2021-07-29_187310121[9].jpg,"['´ç±Ù2°³, ¼Ò±İ0.5T, ¿À¶Ñ±â ÇÁ·¹½ºÄÚ ¾ĞÂø ¿Ã¸®ºêÀ¯2T, ¿À¶Ñ±â È¦±×·¹ÀÎ¸Ó½ºÅ¸µå1T, ·¹¸óÁó2T, ¼³ÅÁ1T, ¿À¶Ñ±â ¼øÈÄÃßÀû´ç·®']",91.4,10.8,1,5.1
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1206,´ß°¡½¿»ì ³ÃÃ¤ »ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2021-07-29_187310121[7].jpg,"['¿¬°ÜÀÚ1T, ¾çÁ¶½ÄÃÊ 2T, ´ß°¡½¿»ì1ÂÊ , ÇÇ¸Á1°³, ¾çÆÄ1°³, ¿ÀÀÌ1°³, ¹æ¿ï Åä¸¶Åä 4~5°³, ÆÄÇÁ¸®Ä« ´Ù¾çÇÑ »ö°¢1°³¾¿, ¼³ÅÁ1T, °£Àå1T, ¼Ò±İ¾à°£, ÅëÈÄÃß¾à°£']",187.9,12.9,14.4,8.9
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1168,Äß»ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2021-04-30_393921116[21].jpg,"['¿À¶Ñ±â ÂüÄ¡1Äµ[100g], ¿À¶Ñ±â ½ºÀ§Æ®ÄÜ3T, ¾Æº¸Ä«µµ1/2°³, ºí·¢¿Ã¸®ºê3T', '¿À¶Ñ±â ¸ÀÀÖ´Â°è¶õ2°³, ¾ç»óÃß2Àå, ¿À¶Ñ±â ÄÚ¿ï½½·Îµå·¹½Ì4T, ¹æ¿ïÅä¸¶Åä10°³']",285.8,23.8,10.7,17.2
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1099,ºí·çº£¸®Â´ »ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2020-10-22_1018444906[5].jpg,"['¿À¶Ñ±â ÇÁ·¹½ºÄÚ ¸¶Ä«·Î´Ï 30g, »ç°ú 1°³, ¹æ¿ïÅä¸¶Åä 8°³', '¾Æ¸óµå ½½¶óÀÌ½º 2T, ¿À¶Ñ±â ÇÁ·¹½ºÄÚ ¾ĞÂø ¿Ã¸®ºêÀ¯ 1t, »ø·¯µå Ã¤¼Ò ¾à°£, ¼Ò±İ 1T', '¿À¶Ñ±â ºí·çº£¸®Â´ 1.5T, ¿À¶Ñ±â °ñµå ¸¶¿ä³×½º 3T, ¿À¶Ñ±â Çö¹Ì½ÄÃÊ 2t']",222.5,18.4,1.4,16.2
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1093,ÇÜ¹ö±× ½ºÅ×ÀÌÅ© »ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-25_427865954[15].jpg,"['¿À¶Ñ±â µ¥¹Ì±Û¶ó½º ÇÜ¹ö±×½ºÅ×ÀÌÅ© 1ºÀ, »ø·¯µå¿ë Ã¤¼Ò 100g']",182.5,11.5,14,9.2
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1087,Åä¸¶Åä ³ÃÆÄ½ºÅ¸,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-25_427865954[3].jpg,"['¿À¶Ñ±â ÇÁ·¹½ºÄÚ ÈÄ½Ç¸® 30g, ¿À¶Ñ±â ÇÁ·¹½ºÄÚ Ææ³× 30g, ¿À¶Ñ±â ¼ø Åä¸¶ÅäÇ»·¹ 4T, ¿À¶Ñ±â ¹ú²Ü¾ÆÄ«½Ã¾Æ 1T, ¼Ò±İ 1/2t, ¹æ¿ïÅä¸¶Åä 3°³, ºê·ÎÄİ¸® 3°³, ºí·¢¿Ã¸®ºê 3°³, ÆÄ¸¶»êÄ¡Áî°¡·ç 1t']",67.5,11.4,3.8,0.8
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1085,Åä¸¶Åä Ä¡Áî »ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-25_427863666[19].jpg,"['¿À¶Ñ±â ·¹µå¿ÍÀÎ¹ß»ç¹Íµå·¹½Ì 1T, Åä¸¶Åä 1/2°³, »ø·¯µå¿ë Ã¤¼Ò 80g, ¿À¶Ñ±â ½ºÆ®¸µÄ¡Áî ÆÄ¸¶»ê 1°³(20g), ¿À¶Ñ±â ½ºÆ®¸µÄ¡Áî ÇÃ·¹ÀÎ1°³(20g)']",112.2,6.7,1.3,9.3
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1058,¿ÀÀÌÇÇÅ¬,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-24_427853121[5].jpg,"['¿ÀÀÌ 1°³, ¹« 1/8°³, ·¹¸ó 1/3°³, ´ç±Ù 1/3°³, ¼³ÅÁ 145g, ¿À¶Ñ±â È­ÀÌÆ®½ÄÃÊ 180g, ¼Ò±İ 1/2T, ¿À¶Ñ±â º£ÀÌÅ·¼Ò´Ù 1T, ¹° 350ml']",61,14.7,0.3,0.2
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1054,¿¬¾î»ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-24_427850333[27].jpg,"['¿À¶Ñ±â È¦½º·¡µğ½¬ 2T, »ø·¯µå¿ë Ã¤¼Ò 60g, »ı¿¬¾î 100g, ·¹¸ó 1/8°³, ¾çÆÄ 1/4°³']",274,8.4,23.3,16.8
»ø·¯µå,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1053,¿¡±×¸¶¿ä »÷µåÀ§Ä¡,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-24_427850333[25].jpg,"['¿À¶Ñ±â °¥¸¯ ¾ÆÀÌ¿Ã¸®¼Ò½º 40g, ¿À¶Ñ±â ¸ÀÀÖ´Â°è¶õ 4°³, ¸ğ´×»§ 4°³, ¾çÆÄ 1/2°³']",281,11.7,7.2,22.7
À½·á,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1275,À¯ÀÚ±×¸°Æ¼,https://ottogi.okitchen.co.kr/pds/upfile/2022-01-11_619427589[23].jpg,"['¿À¶Ñ±â Çö¹Ì³ìÂ÷ 4°³, ¹° 1L, ¿À¶Ñ±â À¯ÀÚÂ÷ 5T']",72.4,18.1,0.4,0
À½·á,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1269,"´Ù½Ã¸¶½ÄÃÊ À½·á »ùÇÃ·¯(±Ö,Ã»Æ÷µµ,º¹¼ş¾Æ)",https://ottogi.okitchen.co.kr/pds/upfile/2022-01-11_619427589[11].jpg,"['¿À¶Ñ±â ´Ù½Ã¸¶½ÄÃÊ (°¢)15ml, ¹° ¶Ç´Â Åº»ê¼ö (°¢)150ml, ±Ö 1°³(50g), ¾ÆÀÌ½ºÆ¼ º¹¼ş¾Æ¸À 1Æ÷(14g), Ã»Æ÷µµ 30g, ¿ìÀ¯ 230ml']",32.4,8.6,0.2,0
À½·á,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1259,µş±â ¿ä°ÅÆ®,https://ottogi.okitchen.co.kr/pds/upfile/2021-11-17_589044872[11].jpg,"['¾ÆÀÓ½ºÆ½ µş±âÂ´ 2T, ÇÃ·¹ÀÎ ¿ä°ÅÆ® 200ml, µş±â 2°³', '¾ÖÇÃ¹ÎÆ®ÀÙ']",101,16.1,3.2,2.7
À½·á,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1220,´õÆ¼ ºí·¯µğ¸Ş¸®,https://ottogi.okitchen.co.kr/pds/upfile/2021-09-03_177186357[5].jpg,"['Åä¸¶Åä ÄÉªR 800g6T, Å¸¹Ù½ºÄÚ ÇÖ¼Ò½º0.5t, º¸µåÄ«40ml, Åº»ê¼ö1ÄÅ, ¾óÀ½1ÄÅ, ¼Ò±İ¾à°£, ÈÄÃß°¡·ç¾à°£, Çãºê ¶Ç´Â »ø·¯¸®¾à°£']",358.6,69.3,15.8,2.4
À½·á,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1067,ÁøÀú¶ó¶¼,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-24_427854552[3].jpg,"['¿À¶Ñ±â ²Ü»ı°­Â÷ (º´) 1T, ½Ã³ª¸ó°¡·ç 1/3T, ¿ìÀ¯ 200ml']",188.6,26.9,6.4,6.4
À½·á,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1035,¹Ù³ª³ª½ÄÃÊ,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-23_214060951[17].jpg,"['¿À¶Ñ±â 8³â¼÷¼ºÈæÃÊ 1º´ [600ml], Èæ¼³ÅÁ 3ÄÅ, ¹Ù³ª³ª 3°³']",2.1,0.5,0,0
À½·á,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=23,µş±â ¾Æº¸Ä«µµ ½º¹«µğ,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-21_833988909[9].jpg,"['¾Æº¸Ä«µµ 1/2°³, ¿À¶Ñ±â ¹ú²Ü¾ÆÄ«½Ã¾Æ 2T, µş±â 10°³, ¿À¶Ñ±â µş±âÂ´ 2T, ¾óÀ½ 5Á¶°¢, (µş±â¿ë) ¿ìÀ¯ 200ml, (¾Æº¸Ä«µµ¿ë) ¿ìÀ¯ 200ml']",307.4,51.4,9.2,7.6
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1372,°¨ÀÚ ½ºÇÁ,https://ottogi.okitchen.co.kr/pds/upfile/2023-03-07_752536584[1].jpg,"['Å©¸²½ºÇÁ 1/2ºÀ(40g) °¨ÀÚ 1°³(200g), ÆÄ½½¸®°¡·ç ¾à°£ ¹° 500ml, ¾çÆÄ 1/2°³(100g), ¼øÈÄÃß ¾à°£, ¹«¿°¹öÅÍ 1T(15g), ½Ä»§ 1/4Àå(15g), ¼³ÅÁ 1/2T(7g) ¼Ò±İ 1/2t(1g)']",181.38,27.48,3.12,6.77
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1371,Äá³ª¹°Àü,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[9].jpg,"['¹Ù»èÇÑ ºÎÄ§°¡·ç 100g, »ï°ã»ì¾çÆÄÀıÀÓ¼Ò½º 6T(50g),Äá³ª¹° 65g, ´ÙÁø¸¶´Ã 1t(6g), ´ç±Ù 1/10°³(20g), ºÎÃß 5g, ¹° 150ml, Ã»¾ç°íÃß 1°³(10g), ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯ 3T(30g), °í¼ÒÇÑ Âü±â¸§ 1T(10g), ¿¾³¯ ººÀ½Âü±ú 1/2T(1g), °íÃå°¡·ç 1t(1g), ¼Ò±İ 1/3t(1g)']",402.03,39.7,12.26,21.24
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1367,¿ÀÀÌ »÷µåÀ§Ä¡,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[1].jpg,"['¿ÀÀÌ 1/2°³(130g), ²É¼Ò±İ 1t(2g), ÇÁ·¹½ºÄÚ ¾ĞÂø¿Ã¸®ºêÀ¯ 1t(3g), Á÷Á¢ °¥¾Æ¸Ô´Â ÅëÈÄÃß ¾à°£, °ñµå ¸¶¿ä³×½º 3T(30g), ½Ä»§ 3Àå(90g)']",165.35,16.81,302.67,9.65
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1366,¯ƒÇÜ½ºÆ½,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-09_575674873[1].jpg,"['¯ƒÇÜ ¿À¸®Áö³Î 1Äµ(200g), °è¶õ 2°³, Æ¢±è°¡·ç 60g, »§°¡·ç 60g, ÇÁ·¹½ºÄÚ ¾ĞÂø¿Ã¸®ºêÀ¯ À¯ÅÁ¿ë']",425.7,48.75,26.87,14.05
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1365,¿¬¾î Å°½¬,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361907466[1].jpg,"['·»Áö¿¡µ¹·Á¸Ô´Â¿¬¾î±¸ÀÌ 1ÆÑ(60g), ¾ÖÈ£¹Ú 1/3°³(100g), °¨ÀÚ 1/3°³(70g), ½´·¹µåÄ¡Áî ¸ğÂ¥·¼¶ó 1ºÀ(70g), ´Ş°¿ ³ë¸¥ÀÚ 1°³ ¹æ¿ïÅä¸¶Åä 6°³(66g), ÇÁ·¹½ºÄÚ ¾ĞÂø ¿Ã¸®ºêÀ¯ 1T(10g) ¼Ò±İ ¾à°£, ¿Ã¸®ºê¹ÙÁúÂüÄ¡ 100g']",247.21,12.98,11.46,16.21
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1363,¼Ò°í±âÅä¸¶Åä½ºÆ©,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361906995[3].jpg,"['ÁöÁßÇØ»êÅä¸¶ÅäÇÏÀÌ¶óÀÌ½º 2Á¶°¢(50g), ¼Ò°í±â(µî½É) 300g, ¾çÆÄ 1°³(200g), °¨ÀÚ 1°³(130g), ÆÄÇÁ¸®Ä« 1°³(100g), ¼Ò±İ, ÈÄÃß ¾à°£, ´ÙÀÌ½ºÅä¸¶Åä(ÅëÁ¶¸²) 60g ÆÄ½½¸®°¡·ç ¾à°£, ÇÁ·¹½ºÄÚ ¾ĞÂø ¿Ã¸®ºêÀ¯  1T(15ml), ¹° 360ml, ¹Ù°ÔÆ® »§ 12Á¶°¢(80g)']",625.99,39.24,21.51,41.12
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1362,µÎºÎÂüÄ¡½ºÅ×ÀÌÅ©,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361906995[1].jpg,"['°¡º­¿î ÂüÄ¡ ´õ¸¶ÀÏµå 2Äµ Âü±úµ·±î½º¼Ò½º 1Åë(290g), »§°¡·ç 150g, ¾çÆÄ 1/2°³(100g), ºê·ÎÄİ¸® 1/4°³(50g), ¿¾³¯ ººÀ½Âü±ú 1T(4g), °í¼ÒÇÑ Âü±â¸§ 1T(10g), °è¶õ 2°³, ´ÙÁø¸¶´Ã 2t(10g), ´ëÆÄ 1´ë(50g), ¼Ò±İ 2t(4g),¼øÈÄÃß 1g, ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯ 200g, µÎºÎ 3/5¸ğ(300g)']",627.35,38.23,21.34,42.59
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1358,Ç¥°í¹ö¼¸¾çÆÄÅä½ºÆ®,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[11].jpg,"['·¹µå¿ÍÀÎ¹ß»ç¹Íµå·¹½Ì3T(45g), ¼øÈÄÃß1t, ¿À¸Ş°¡3 ¹öÅÍ2T(20g), ½Ä»§4Àå(200g), ¾çÆÄ1°³(200g), ½½¶óÀÌ½º Ä¡Áî4Àå(80g), Ç¥°í¹ö¼¸2°³']",510.93,67,16.14,27.15
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1356,ÂüÄ¡¹«Á¶¸²,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[7].jpg,"['°¡º­¿îÂüÄ¡ ¶óÀÌÆ®½ºÅÄ´Ùµå2Äµ(135gX2), ¹«1°³(1kg), ¾çÆÄ1°³(200g), Ã»¾ç°íÃß3°³(30g), ¼³ÅÁ1T(15g), ´ÙÁø¸¶´Ã2T(50g), ¹ÌÇâ2T(20g), ±¼¼Ò½º2T(30g), ´ÙÁø»ı°­1/2t(3g), °íÃå°¡·ç3T(21g), ¼øÈÄÃß¾à°£, ¹°1L, ¸êÄ¡Àå±¹4T(40g), °íÃßÀå1T(25g), ¿¾³¯ ººÀ½Âü±ú¾à°£, Çâ±ßÇÑ µé±â¸§2T']",296.18,34.56,17.98,10.56
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1354,Âü³ª¹° Äù»çµğ¾Æ,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[3].jpg,"['¼ÒºÒ°í±â¾ç³ä 480G4T(35g), Âü³ª¹°30ÁÙ±â(30g), ½Ò¶Ç¶ì¾Æ3Àå(40g), ½´·¹µåÄ¡Áî ¸ğÂ¥·¼¶ó2ºÀ(140g), ¾ç»óÃß4Àå(50g), ¹æ¿ïÅä¸¶Åä3°³(30g), ´ÙÁø ¼è°í±â150g, ¾çÆÄ1/4°Â(50g), °ñµå ¸¶¿ä³×½º 5T(50g), ·¹¸óÁó1t(6g), ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯1T(10g)']",492.6,44.35,23.51,24.45
